quad_id,scale,manual_excluded_50m,n_available_pixels,sample_index,mean_reflectance,pc1
sub50_10,50m,FALSE,190670,180620,0.2724356982733839,14.187715874907118
sub50_10,50m,FALSE,190670,112094,0.27713943202017755,8.274089283115233
sub50_10,50m,FALSE,190670,14220,0.34319218060325,25.818687257236586
sub50_10,50m,FALSE,190670,7533,0.2564874321668724,13.08789806065688
sub50_10,50m,FALSE,190670,124986,0.21115587920350723,-5.117810789914135
sub50_10,50m,FALSE,190670,139973,0.21200115572322498,-3.8627075635968313
sub50_10,50m,FALSE,190670,37075,0.16224534217699255,-14.962562641003451
sub50_10,50m,FALSE,190670,100687,0.19837070936106208,-4.491992323878882
sub50_10,50m,FALSE,190670,136478,0.2990804458545013,21.73976457014329
sub50_10,50m,FALSE,190670,4476,0.2515964455102101,7.094567940186187
sub50_10,50m,FALSE,190670,28139,0.27378284724906454,9.416687048329123
sub50_10,50m,FALSE,190670,136706,0.24307861872602346,5.684782222713364
sub50_10,50m,FALSE,190670,184712,0.29208961754175256,21.7769847320375
sub50_10,50m,FALSE,190670,144520,0.2674121223851915,6.524890435111054
sub50_10,50m,FALSE,190670,160570,0.2225279800270584,-1.282896042272235
sub50_10,50m,FALSE,190670,124241,0.2855141234761181,10.535854067025053
sub50_10,50m,FALSE,190670,154893,0.23729251106539048,4.169987604564909
sub50_10,50m,FALSE,190670,175669,0.1563823775750054,-16.731243833713254
sub50_10,50m,FALSE,190670,67604,0.24031003208230595,1.4824901741699712
sub50_10,50m,FALSE,190670,26752,0.28247927529506445,6.598957035618797
sub50_10,50m,FALSE,190670,74397,0.1715184564756091,-12.696262102614211
sub50_10,50m,FALSE,190670,169572,0.25010219655068944,4.137450415547111
sub50_10,50m,FALSE,190670,38653,0.2048533468022327,-2.964427912463223
sub50_10,50m,FALSE,190670,22582,0.2760582833343055,11.41889601878554
sub50_10,50m,FALSE,190670,147563,0.2067438907813558,-6.622163619355048
sub50_10,50m,FALSE,190670,32017,0.2831505359081197,11.296700509638406
sub50_10,50m,FALSE,190670,189885,0.15203383004616114,-16.59852800739785
sub50_10,50m,FALSE,190670,186128,0.20850820913295115,-1.855169899799713
